15,15.12,1733509980
21,17.52,1733509980
37,19.00,1733509980
49,19.94,1733509980
112,19.42,1733509980
129,22.97,1733509980
132,23.81,1733509980
142,24.73,1733509980
15,15.33,1733510010
21,17.55,1733510010
37,19.21,1733510010
49,19.85,1733510010
112,19.42,1733510010
129,22.76,1733510010
132,23.62,1733510010
142,24.70,1733510010
15,15.35,1733510040
21,17.39,1733510040
37,19.23,1733510040
49,19.94,1733510040
112,19.45,1733510040
129,22.88,1733510040
132,23.76,1733510040
142,24.80,1733510040
15,15.39,1733510070
21,17.63,1733510070
37,19.06,1733510070
49,19.79,1733510070
112,19.41,1733510070
129,22.90,1733510070
132,23.69,1733510070
142,24.93,1733510070
15,15.21,1733510100
21,17.44,1733510100
37,18.83,1733510100
49,20.04,1733510100
112,19.34,1733510100
129,22.75,1733510100
132,23.75,1733510100
142,24.90,1733510100
15,15.05,1733510130
21,17.53,1733510130
37,18.72,1733510130
49,20.12,1733510130
112,19.10,1733510130
129,22.60,1733510130
132,23.60,1733510130
142,24.82,1733510130
15,14.86,1733510160
21,17.38,1733510160
37,18.47,1733510160
49,20.07,1733510160
112,19.04,1733510160
129,22.44,1733510160
132,23.81,1733510160
142,24.84,1733510160
15,14.83,1733510190
21,17.35,1733510190
37,18.47,1733510190
49,20.04,1733510190
112,19.25,1733510190
129,22.51,1733510190
132,23.78,1733510190
142,24.85,1733510190
15,14.88,1733510220
21,17.52,1733510220
37,18.28,1733510220
49,20.15,1733510220
112,19.33,1733510220
129,22.70,1733510220
132,23.65,1733510220
142,24.98,1733510220
15,14.76,1733510250
21,17.55,1733510250
37,18.41,1733510250
49,20.06,1733510250
112,19.11,1733510250
129,22.51,1733510250
132,23.61,1733510250
142,24.77,1733510250
15,14.69,1733510280
21,17.76,1733510280
37,18.17,1733510280
49,20.15,1733510280
112,19.15,1733510280
129,22.59,1733510280
132,23.70,1733510280
142,25.00,1733510280
15,14.81,1733510310
21,17.78,1733510310
37,18.17,1733510310
49,20.32,1733510310
112,19.29,1733510310
129,22.79,1733510310
132,23.77,1733510310
142,24.81,1733510310
15,14.84,1733510340
21,17.66,1733510340
37,18.36,1733510340
49,20.55,1733510340
112,19.39,1733510340
129,22.64,1733510340
132,23.84,1733510340
142,25.04,1733510340
15,15.01,1733510370
21,17.74,1733510370
37,18.55,1733510370
49,20.31,1733510370
112,19.22,1733510370
129,22.81,1733510370
132,23.77,1733510370
142,24.96,1733510370
15,14.95,1733510400
21,17.73,1733510400
37,18.62,1733510400
49,20.38,1733510400
112,19.28,1733510400
129,22.95,1733510400
132,23.76,1733510400
142,24.72,1733510400
15,14.92,1733510430
21,17.97,1733510430
37,18.69,1733510430
49,20.42,1733510430
112,19.17,1733510430
129,22.78,1733510430
132,23.81,1733510430
142,24.48,1733510430
15,15.05,1733510460
21,17.98,1733510460
37,18.46,1733510460
49,20.39,1733510460
112,19.10,1733510460
129,22.61,1733510460
132,23.78,1733510460
142,24.69,1733510460
15,15.17,1733510490
21,17.77,1733510490
37,18.58,1733510490
49,20.18,1733510490
112,19.16,1733510490
129,22.82,1733510490
132,23.79,1733510490
142,24.73,1733510490
15,15.32,1733510520
21,17.75,1733510520
37,18.47,1733510520
49,20.20,1733510520
112,19.25,1733510520
129,22.80,1733510520
132,23.89,1733510520
142,24.89,1733510520
15,15.53,1733510550
21,17.99,1733510550
37,18.63,1733510550
49,20.33,1733510550
112,19.08,1733510550
129,22.99,1733510550
132,24.09,1733510550
142,24.84,1733510550
15,15.62,1733510580
21,17.96,1733510580
37,18.49,1733510580
49,20.17,1733510580
112,19.08,1733510580
129,23.12,1733510580
132,23.88,1733510580
142,24.92,1733510580
15,15.80,1733510610
21,17.95,1733510610
37,18.70,1733510610
49,19.99,1733510610
112,19.28,1733510610
129,23.34,1733510610
132,23.92,1733510610
142,24.70,1733510610
15,15.71,1733510640
21,17.96,1733510640
37,18.67,1733510640
49,20.01,1733510640
112,19.48,1733510640
129,23.11,1733510640
132,23.76,1733510640
142,24.62,1733510640
15,15.56,1733510670
21,17.72,1733510670
37,18.81,1733510670
49,19.80,1733510670
112,19.60,1733510670
129,22.90,1733510670
132,23.59,1733510670
142,24.62,1733510670
15,15.54,1733510700
21,17.50,1733510700
37,18.59,1733510700
49,19.58,1733510700
112,19.42,1733510700
129,22.65,1733510700
132,23.55,1733510700
142,24.54,1733510700
15,15.36,1733510730
21,17.30,1733510730
37,18.50,1733510730
49,19.43,1733510730
112,19.28,1733510730
129,22.61,1733510730
132,23.74,1733510730
142,24.53,1733510730
15,15.43,1733510760
21,17.41,1733510760
37,18.48,1733510760
49,19.47,1733510760
112,19.42,1733510760
129,22.60,1733510760
132,23.82,1733510760
142,24.54,1733510760
15,15.44,1733510790
21,17.44,1733510790
37,18.40,1733510790
49,19.70,1733510790
112,19.65,1733510790
129,22.44,1733510790
132,23.82,1733510790
142,24.57,1733510790
15,15.66,1733510820
21,17.51,1733510820
37,18.22,1733510820
49,19.49,1733510820
112,19.82,1733510820
129,22.60,1733510820
132,23.76,1733510820
142,24.73,1733510820
15,15.64,1733510850
21,17.73,1733510850
37,18.44,1733510850
49,19.44,1733510850
112,19.83,1733510850
129,22.59,1733510850
132,23.78,1733510850
142,24.67,1733510850
15,15.56,1733510880
21,17.81,1733510880
37,18.46,1733510880
49,19.51,1733510880
112,19.76,1733510880
129,22.34,1733510880
132,23.70,1733510880
142,24.71,1733510880
15,15.37,1733510910
21,17.91,1733510910
37,18.41,1733510910
49,19.62,1733510910
112,19.82,1733510910
129,22.58,1733510910
132,23.82,1733510910
142,24.89,1733510910
15,15.30,1733510940
21,17.77,1733510940
37,18.62,1733510940
49,19.65,1733510940
112,19.65,1733510940
129,22.46,1733510940
132,23.69,1733510940
142,24.91,1733510940
15,15.45,1733510970
21,17.60,1733510970
37,18.43,1733510970
49,19.56,1733510970
112,19.83,1733510970
129,22.32,1733510970
132,23.71,1733510970
142,25.10,1733510970
15,15.68,1733511000
21,17.47,1733511000
37,18.60,1733511000
49,19.72,1733511000
112,19.81,1733511000
129,22.13,1733511000
132,23.57,1733511000
142,25.15,1733511000
15,15.58,1733511030
21,17.41,1733511030
37,18.70,1733511030
49,19.56,1733511030
112,19.87,1733511030
129,21.96,1733511030
132,23.42,1733511030
142,25.05,1733511030
15,15.45,1733511060
21,17.54,1733511060
37,18.71,1733511060
49,19.51,1733511060
112,19.91,1733511060
129,21.99,1733511060
132,23.50,1733511060
142,24.85,1733511060
15,15.24,1733511090
21,17.46,1733511090
37,18.58,1733511090
49,19.57,1733511090
112,20.08,1733511090
129,22.15,1733511090
132,23.55,1733511090
142,24.78,1733511090
15,15.11,1733511120
21,17.46,1733511120
37,18.34,1733511120
49,19.80,1733511120
112,20.29,1733511120
129,22.22,1733511120
132,23.68,1733511120
142,24.61,1733511120
15,15.26,1733511150
21,17.69,1733511150
37,18.31,1733511150
49,19.85,1733511150
112,20.25,1733511150
129,22.14,1733511150
132,23.49,1733511150
142,24.42,1733511150
15,15.42,1733511180
21,17.70,1733511180
37,18.31,1733511180
49,19.65,1733511180
112,20.12,1733511180
129,22.11,1733511180
132,23.42,1733511180
142,24.24,1733511180
15,15.35,1733511210
21,17.59,1733511210
37,18.07,1733511210
49,19.64,1733511210
112,20.30,1733511210
129,21.93,1733511210
132,23.65,1733511210
142,24.12,1733511210
15,15.35,1733511240
21,17.67,1733511240
37,18.11,1733511240
49,19.42,1733511240
112,20.34,1733511240
129,21.94,1733511240
132,23.46,1733511240
142,24.14,1733511240
15,15.30,1733511270
21,17.54,1733511270
37,18.20,1733511270
49,19.50,1733511270
112,20.27,1733511270
129,21.89,1733511270
132,23.54,1733511270
142,23.99,1733511270
15,15.43,1733511300
21,17.43,1733511300
37,18.25,1733511300
49,19.61,1733511300
112,20.19,1733511300
129,21.77,1733511300
132,23.68,1733511300
142,24.15,1733511300
15,15.56,1733511330
21,17.41,1733511330
37,18.24,1733511330
49,19.56,1733511330
112,20.02,1733511330
129,21.71,1733511330
132,23.45,1733511330
142,24.37,1733511330
15,15.39,1733511360
21,17.47,1733511360
37,18.32,1733511360
49,19.37,1733511360
112,20.03,1733511360
129,21.70,1733511360
132,23.55,1733511360
142,24.48,1733511360
15,15.52,1733511390
21,17.51,1733511390
37,18.34,1733511390
49,19.16,1733511390
112,19.95,1733511390
129,21.63,1733511390
132,23.59,1733511390
142,24.46,1733511390
15,15.41,1733511420
21,17.67,1733511420
37,18.19,1733511420
49,19.32,1733511420
112,19.85,1733511420
129,21.62,1733511420
132,23.40,1733511420
142,24.50,1733511420
15,15.54,1733511450
21,17.46,1733511450
37,18.04,1733511450
49,19.35,1733511450
112,19.94,1733511450
129,21.37,1733511450
132,23.63,1733511450
142,24.69,1733511450
15,15.44,1733511480
21,17.45,1733511480
37,18.24,1733511480
49,19.11,1733511480
112,19.71,1733511480
129,21.31,1733511480
132,23.65,1733511480
142,24.94,1733511480
15,15.55,1733511510
21,17.65,1733511510
37,18.07,1733511510
49,18.95,1733511510
112,19.58,1733511510
129,21.39,1733511510
132,23.60,1733511510
142,25.14,1733511510
15,15.69,1733511540
21,17.89,1733511540
37,17.83,1733511540
49,18.82,1733511540
112,19.61,1733511540
129,21.16,1733511540
132,23.61,1733511540
142,25.19,1733511540
15,15.90,1733511570
21,18.10,1733511570
37,17.81,1733511570
49,18.96,1733511570
112,19.76,1733511570
129,21.26,1733511570
132,23.77,1733511570
142,25.26,1733511570
15,16.03,1733511600
21,18.04,1733511600
37,17.81,1733511600
49,19.03,1733511600
112,19.81,1733511600
129,21.30,1733511600
132,23.90,1733511600
142,25.21,1733511600
15,16.00,1733511630
21,18.04,1733511630
37,17.90,1733511630
49,19.26,1733511630
112,19.98,1733511630
129,21.50,1733511630
132,23.81,1733511630
142,25.28,1733511630
15,16.12,1733511660
21,17.92,1733511660
37,17.84,1733511660
49,19.39,1733511660
112,19.83,1733511660
129,21.66,1733511660
132,23.89,1733511660
142,25.33,1733511660
15,16.10,1733511690
21,17.85,1733511690
37,17.89,1733511690
49,19.63,1733511690
112,19.99,1733511690
129,21.79,1733511690
132,23.67,1733511690
142,25.14,1733511690
15,16.18,1733511720
21,18.05,1733511720
37,17.84,1733511720
49,19.86,1733511720
112,20.20,1733511720
129,22.03,1733511720
132,23.83,1733511720
142,25.31,1733511720
15,16.16,1733511750
21,18.13,1733511750
37,17.88,1733511750
49,19.78,1733511750
112,20.14,1733511750
129,22.27,1733511750
132,23.94,1733511750
142,25.41,1733511750
15,15.92,1733511780
21,18.34,1733511780
37,18.03,1733511780
49,19.95,1733511780
112,19.92,1733511780
129,22.12,1733511780
132,23.80,1733511780
142,25.25,1733511780
15,16.16,1733511810
21,18.46,1733511810
37,17.90,1733511810
49,19.73,1733511810
112,19.89,1733511810
129,22.08,1733511810
132,23.75,1733511810
142,25.41,1733511810
15,16.38,1733511840
21,18.22,1733511840
37,18.06,1733511840
49,19.80,1733511840
112,20.04,1733511840
129,22.29,1733511840
132,23.60,1733511840
142,25.65,1733511840
15,16.27,1733511870
21,18.20,1733511870
37,17.92,1733511870
49,19.95,1733511870
112,20.09,1733511870
129,22.39,1733511870
132,23.44,1733511870
142,25.77,1733511870
15,16.37,1733511900
21,18.16,1733511900
37,17.75,1733511900
49,19.72,1733511900
112,20.24,1733511900
129,22.48,1733511900
132,23.23,1733511900
142,25.74,1733511900
15,16.60,1733511930
21,18.22,1733511930
37,17.86,1733511930
49,19.79,1733511930
112,20.44,1733511930
129,22.58,1733511930
132,23.45,1733511930
142,25.68,1733511930
15,16.46,1733511960
21,18.06,1733511960
37,17.95,1733511960
49,19.71,1733511960
112,20.68,1733511960
129,22.71,1733511960
132,23.40,1733511960
142,25.83,1733511960
15,16.67,1733511990
21,18.31,1733511990
37,17.74,1733511990
49,19.52,1733511990
112,20.70,1733511990
129,22.95,1733511990
132,23.24,1733511990
142,25.79,1733511990
15,16.45,1733512020
21,18.43,1733512020
37,17.98,1733512020
49,19.52,1733512020
112,20.71,1733512020
129,22.95,1733512020
132,23.15,1733512020
142,25.76,1733512020
15,16.55,1733512050
21,18.27,1733512050
37,17.94,1733512050
49,19.70,1733512050
112,20.51,1733512050
129,23.19,1733512050
132,23.34,1733512050
142,25.98,1733512050
15,16.53,1733512080
21,18.47,1733512080
37,17.93,1733512080
49,19.78,1733512080
112,20.75,1733512080
129,23.25,1733512080
132,23.41,1733512080
142,26.14,1733512080
15,16.38,1733512110
21,18.70,1733512110
37,18.06,1733512110
49,19.87,1733512110
112,20.82,1733512110
129,23.03,1733512110
132,23.43,1733512110
142,25.89,1733512110
